Mes y año	Mes (código)	Mes nombre	Año	Sector código	Sector descripción	Sexo	Número de contratos	CCAA nombre
Marzo 2006	200603	Marzo	2006	1	Agricultura, ganadería y pesca	Mujeres	222	Aragón
Marzo 2006	200603	Marzo	2006	2	Industria y energía	Hombres	2853	Aragón
Marzo 2006	200603	Marzo	2006	2	Industria y energía	Mujeres	1317	Aragón
Marzo 2006	200603	Marzo	2006	3	Construcción	Hombres	5440	Aragón
Marzo 2006	200603	Marzo	2006	3	Construcción	Mujeres	323	Aragón
Marzo 2006	200603	Marzo	2006	4	Servicios	Hombres	11727	Aragón
Marzo 2006	200603	Marzo	2006	4	Servicios	Mujeres	14724	Aragón
Febrero 2006	200602	Febrero	2006	1	Agricultura, ganadería y pesca	Hombres	1303	Aragón
Febrero 2006	200602	Febrero	2006	1	Agricultura, ganadería y pesca	Mujeres	211	Aragón
Febrero 2006	200602	Febrero	2006	2	Industria y energía	Hombres	2980	Aragón
Febrero 2006	200602	Febrero	2006	2	Industria y energía	Mujeres	1491	Aragón
Febrero 2006	200602	Febrero	2006	3	Construcción	Hombres	5139	Aragón
Febrero 2006	200602	Febrero	2006	3	Construcción	Mujeres	304	Aragón
Febrero 2006	200602	Febrero	2006	4	Servicios	Hombres	10315	Aragón
Febrero 2006	200602	Febrero	2006	4	Servicios	Mujeres	13536	Aragón
Enero 2006	200601	Enero	2006	1	Agricultura, ganadería y pesca	Hombres	1211	Aragón
Enero 2006	200601	Enero	2006	1	Agricultura, ganadería y pesca	Mujeres	195	Aragón
Enero 2006	200601	Enero	2006	2	Industria y energía	Hombres	2988	Aragón
Enero 2006	200601	Enero	2006	2	Industria y energía	Mujeres	1589	Aragón
Enero 2006	200601	Enero	2006	3	Construcción	Hombres	4915	Aragón
Enero 2006	200601	Enero	2006	3	Construcción	Mujeres	379	Aragón
Enero 2006	200601	Enero	2006	4	Servicios	Hombres	10793	Aragón
Enero 2006	200601	Enero	2006	4	Servicios	Mujeres	13663	Aragón
Diciembre 2005	200512	Diciembre	2005	1	Agricultura, ganadería y pesca	Hombres	1142	Aragón
Diciembre 2005	200512	Diciembre	2005	1	Agricultura, ganadería y pesca	Mujeres	224	Aragón
Diciembre 2005	200512	Diciembre	2005	2	Industria y energía	Hombres	1974	Aragón
Diciembre 2005	200512	Diciembre	2005	2	Industria y energía	Mujeres	971	Aragón
Diciembre 2005	200512	Diciembre	2005	3	Construcción	Hombres	2682	Aragón
Diciembre 2005	200512	Diciembre	2005	3	Construcción	Mujeres	227	Aragón
Diciembre 2005	200512	Diciembre	2005	4	Servicios	Hombres	9874	Aragón
Diciembre 2005	200512	Diciembre	2005	4	Servicios	Mujeres	13736	Aragón
Noviembre 2005	200511	Noviembre	2005	1	Agricultura, ganadería y pesca	Hombres	1480	Aragón
Noviembre 2005	200511	Noviembre	2005	1	Agricultura, ganadería y pesca	Mujeres	281	Aragón
Noviembre 2005	200511	Noviembre	2005	2	Industria y energía	Hombres	2686	Aragón
Noviembre 2005	200511	Noviembre	2005	2	Industria y energía	Mujeres	1400	Aragón
Noviembre 2005	200511	Noviembre	2005	3	Construcción	Hombres	4428	Aragón
Noviembre 2005	200511	Noviembre	2005	3	Construcción	Mujeres	304	Aragón
Noviembre 2005	200511	Noviembre	2005	4	Servicios	Hombres	11520	Aragón
Noviembre 2005	200511	Noviembre	2005	4	Servicios	Mujeres	15008	Aragón
Octubre 2005	200510	Octubre	2005	1	Agricultura, ganadería y pesca	Hombres	1258	Aragón
Octubre 2005	200510	Octubre	2005	1	Agricultura, ganadería y pesca	Mujeres	329	Aragón
Octubre 2005	200510	Octubre	2005	2	Industria y energía	Hombres	2616	Aragón
Octubre 2005	200510	Octubre	2005	2	Industria y energía	Mujeres	1545	Aragón
Octubre 2005	200510	Octubre	2005	3	Construcción	Hombres	4009	Aragón
Octubre 2005	200510	Octubre	2005	3	Construcción	Mujeres	324	Aragón
Octubre 2005	200510	Octubre	2005	4	Servicios	Hombres	12382	Aragón
Octubre 2005	200510	Octubre	2005	4	Servicios	Mujeres	16649	Aragón
Septiembre 2005	200509	Septiembre	2005	1	Agricultura, ganadería y pesca	Hombres	2480	Aragón
Septiembre 2005	200509	Septiembre	2005	1	Agricultura, ganadería y pesca	Mujeres	488	Aragón
Septiembre 2005	200509	Septiembre	2005	2	Industria y energía	Hombres	3455	Aragón
Septiembre 2005	200509	Septiembre	2005	2	Industria y energía	Mujeres	1899	Aragón
Septiembre 2005	200509	Septiembre	2005	3	Construcción	Hombres	4962	Aragón
Septiembre 2005	200509	Septiembre	2005	3	Construcción	Mujeres	312	Aragón
Septiembre 2005	200509	Septiembre	2005	4	Servicios	Hombres	12760	Aragón
Septiembre 2005	200509	Septiembre	2005	4	Servicios	Mujeres	17761	Aragón
Agosto 2005	200508	Agosto	2005	1	Agricultura, ganadería y pesca	Hombres	3671	Aragón
Agosto 2005	200508	Agosto	2005	1	Agricultura, ganadería y pesca	Mujeres	782	Aragón
Agosto 2005	200508	Agosto	2005	2	Industria y energía	Hombres	2077	Aragón
Agosto 2005	200508	Agosto	2005	2	Industria y energía	Mujeres	1308	Aragón
Agosto 2005	200508	Agosto	2005	3	Construcción	Hombres	3652	Aragón
Agosto 2005	200508	Agosto	2005	3	Construcción	Mujeres	215	Aragón
Agosto 2005	200508	Agosto	2005	4	Servicios	Hombres	10562	Aragón
Agosto 2005	200508	Agosto	2005	4	Servicios	Mujeres	12539	Aragón
Julio 2005	200507	Julio	2005	1	Agricultura, ganadería y pesca	Hombres	2820	Aragón
Julio 2005	200507	Julio	2005	1	Agricultura, ganadería y pesca	Mujeres	674	Aragón
Julio 2005	200507	Julio	2005	2	Industria y energía	Hombres	3016	Aragón
Julio 2005	200507	Julio	2005	2	Industria y energía	Mujeres	1483	Aragón
Julio 2005	200507	Julio	2005	3	Construcción	Hombres	4672	Aragón
Julio 2005	200507	Julio	2005	3	Construcción	Mujeres	371	Aragón
Julio 2005	200507	Julio	2005	4	Servicios	Hombres	13835	Aragón
Julio 2005	200507	Julio	2005	4	Servicios	Mujeres	17008	Aragón
Junio 2005	200506	Junio	2005	1	Agricultura, ganadería y pesca	Hombres	4302	Aragón
Junio 2005	200506	Junio	2005	1	Agricultura, ganadería y pesca	Mujeres	1370	Aragón
Junio 2005	200506	Junio	2005	2	Industria y energía	Hombres	3065	Aragón
Junio 2005	200506	Junio	2005	2	Industria y energía	Mujeres	1544	Aragón
Junio 2005	200506	Junio	2005	3	Construcción	Hombres	5179	Aragón
Junio 2005	200506	Junio	2005	3	Construcción	Mujeres	408	Aragón
Junio 2005	200506	Junio	2005	4	Servicios	Hombres	13752	Aragón
Junio 2005	200506	Junio	2005	4	Servicios	Mujeres	16181	Aragón
Mayo 2005	200505	Mayo	2005	1	Agricultura, ganadería y pesca	Hombres	4419	Aragón
Mayo 2005	200505	Mayo	2005	1	Agricultura, ganadería y pesca	Mujeres	1298	Aragón
Mayo 2005	200505	Mayo	2005	2	Industria y energía	Hombres	2859	Aragón
Mayo 2005	200505	Mayo	2005	2	Industria y energía	Mujeres	1496	Aragón
Mayo 2005	200505	Mayo	2005	3	Construcción	Hombres	4851	Aragón
Mayo 2005	200505	Mayo	2005	3	Construcción	Mujeres	337	Aragón
Mayo 2005	200505	Mayo	2005	4	Servicios	Hombres	11724	Aragón
Mayo 2005	200505	Mayo	2005	4	Servicios	Mujeres	14361	Aragón
