Mes y año	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Marzo 2012	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1580
Marzo 2012	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5129
Marzo 2012	72	Investigación y desarrollo	1760
Marzo 2012	73	Publicidad y estudios de mercado	1511
Marzo 2012	74	Otras actividades profesionales, científicas y técnicas	2026
Marzo 2012	75	Actividades veterinarias	539
Marzo 2012	77	Actividades de alquiler	2167
Marzo 2012	78	Actividades relacionadas con el empleo	3669
Marzo 2012	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1038
Marzo 2012	80	Actividades de seguridad e investigación	2447
Marzo 2012	81	Servicios a edificios y actividades de jardinería	15571
Marzo 2012	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4239
Marzo 2012	84	Administración Pública y defensa; Seguridad Social obligatoria	34541
Marzo 2012	85	Educación	20228
Marzo 2012	86	Actividades sanitarias	29438
Marzo 2012	87	Asistencia en establecimientos residenciales	9398
Marzo 2012	88	Actividades de servicios sociales sin alojamiento	4632
Marzo 2012	90	Actividades de creación, artísticas y espectáculos	1046
Marzo 2012	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	293
Marzo 2012	92	Actividades de juegos de azar y apuestas	1037
Marzo 2012	93	Actividades deportivas, recreativas y de entretenimiento	4466
Marzo 2012	94	Actividades asociativas	5254
Marzo 2012	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2925
Marzo 2012	96	Otros servicios personales	8492
Marzo 2012	97	Actividades de los hogares como empleadores de personal doméstico	9992
Marzo 2012	99	Actividades de organizaciones y organismos extraterritoriales	8
Diciembre 2011	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33386
Diciembre 2011	02	Silvicultura y explotación forestal	528
Diciembre 2011	03	Pesca y acuicultura	182
Diciembre 2011	05	Extracción de antracita, hulla y lignito	440
Diciembre 2011	07	Extracción de minerales metálicos	58
Diciembre 2011	08	Otras industrias extractivas	862
Diciembre 2011	09	Actividades de apoyo a las industrias extractivas	8
Diciembre 2011	10	Industria de la alimentación	10832
Diciembre 2011	11	Fabricación de bebidas	1384
Diciembre 2011	12	Industria del tabaco	1
Diciembre 2011	13	Industria textil	695
Diciembre 2011	14	Confección de prendas de vestir	1753
Diciembre 2011	15	Industria del cuero y del calzado	1191
Diciembre 2011	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2307
Diciembre 2011	17	Industria del papel	2640
Diciembre 2011	18	Artes gráficas y reproducción de soportes grabados	1754
Diciembre 2011	19	Coquerías y refino de petróleo	6
Diciembre 2011	20	Industria química	3342
Diciembre 2011	21	Fabricación de productos farmacéuticos	1109
Diciembre 2011	22	Fabricación de productos de caucho y plásticos	4052
Diciembre 2011	23	Fabricación de otros productos minerales no metálicos	3853
Diciembre 2011	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2907
Diciembre 2011	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9806
Diciembre 2011	26	Fabricación de productos informáticos, electrónicos y ópticos	1464
Diciembre 2011	27	Fabricación de material y equipo eléctrico	5387
Diciembre 2011	28	Fabricación de maquinaria y equipo n.c.o.p.	6482
Diciembre 2011	29	Fabricación de vehículos de motor, remolques y semirremolques	15650
Diciembre 2011	30	Fabricación de otro material de transporte	1145
Diciembre 2011	31	Fabricación de muebles	4007
Diciembre 2011	32	Otras industrias manufactureras	1498
Diciembre 2011	33	Reparación e instalación de maquinaria y equipo	2191
Diciembre 2011	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1517
Diciembre 2011	36	Captación, depuración y distribución de agua	1599
Diciembre 2011	37	Recogida y tratamiento de aguas residuales	141
Diciembre 2011	38	Recogida, tratamiento y eliminación de residuos; valorización	2767
Diciembre 2011	39	Actividades de descontaminación y otros servicios de gestión de residuos	23
Diciembre 2011	41	Construcción de edificios	14182
Diciembre 2011	42	Ingeniería civil	2202
Diciembre 2011	43	Actividades de construcción especializada	23522
Diciembre 2011	45	Venta y reparación de vehículos de motor y motocicletas	8921
Diciembre 2011	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	24297
Diciembre 2011	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49543
Diciembre 2011	49	Transporte terrestre y por tubería	20139
Diciembre 2011	50	Transporte marítimo y por vías navegables interiores	5
Diciembre 2011	51	Transporte aéreo	64
Diciembre 2011	52	Almacenamiento y actividades anexas al transporte	4401
Diciembre 2011	53	Actividades postales y de correos	1666
Diciembre 2011	55	Servicios de alojamiento	5799
Diciembre 2011	56	Servicios de comidas y bebidas	28819
Diciembre 2011	58	Edición	1441
Diciembre 2011	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1042
Diciembre 2011	60	Actividades de programación y emisión de radio y televisión	358
Diciembre 2011	61	Telecomunicaciones	2131
Diciembre 2011	62	Programación, consultoría y otras actividades relacionadas con la informática	3825
Diciembre 2011	63	Servicios de información	341
Diciembre 2011	64	Servicios financieros, excepto seguros y fondos de pensiones	7981
Diciembre 2011	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1244
Diciembre 2011	66	Actividades auxiliares a los servicios financieros y a los seguros	2433
Diciembre 2011	68	Actividades inmobiliarias	2262
Diciembre 2011	69	Actividades jurídicas y de contabilidad	7087
Diciembre 2011	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1577
Diciembre 2011	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5336
Diciembre 2011	72	Investigación y desarrollo	1810
Diciembre 2011	73	Publicidad y estudios de mercado	1576
Diciembre 2011	74	Otras actividades profesionales, científicas y técnicas	1990
Diciembre 2011	75	Actividades veterinarias	545
Diciembre 2011	77	Actividades de alquiler	2212
Diciembre 2011	78	Actividades relacionadas con el empleo	2921
Diciembre 2011	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1028
Diciembre 2011	80	Actividades de seguridad e investigación	2532
Diciembre 2011	81	Servicios a edificios y actividades de jardinería	15900
Diciembre 2011	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4354
Diciembre 2011	84	Administración Pública y defensa; Seguridad Social obligatoria	35244
Diciembre 2011	85	Educación	19649
Diciembre 2011	86	Actividades sanitarias	30464
Diciembre 2011	87	Asistencia en establecimientos residenciales	9457
Diciembre 2011	88	Actividades de servicios sociales sin alojamiento	4880
Diciembre 2011	90	Actividades de creación, artísticas y espectáculos	1136
Diciembre 2011	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	263
Diciembre 2011	92	Actividades de juegos de azar y apuestas	1045
Diciembre 2011	93	Actividades deportivas, recreativas y de entretenimiento	4655
Diciembre 2011	94	Actividades asociativas	5599
Diciembre 2011	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2978
Diciembre 2011	96	Otros servicios personales	8462
Diciembre 2011	97	Actividades de los hogares como empleadores de personal doméstico	8416
Diciembre 2011	99	Actividades de organizaciones y organismos extraterritoriales	8
Septiembre 2011	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	35654
Septiembre 2011	02	Silvicultura y explotación forestal	1202
Septiembre 2011	03	Pesca y acuicultura	192
Septiembre 2011	05	Extracción de antracita, hulla y lignito	440
Septiembre 2011	07	Extracción de minerales metálicos	61
Septiembre 2011	08	Otras industrias extractivas	964
Septiembre 2011	09	Actividades de apoyo a las industrias extractivas	8
Septiembre 2011	10	Industria de la alimentación	11426
Septiembre 2011	11	Fabricación de bebidas	1556
Septiembre 2011	12	Industria del tabaco	1
Septiembre 2011	13	Industria textil	643
Septiembre 2011	14	Confección de prendas de vestir	1771
Septiembre 2011	15	Industria del cuero y del calzado	1179
Septiembre 2011	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2416
Septiembre 2011	17	Industria del papel	2684
Septiembre 2011	18	Artes gráficas y reproducción de soportes grabados	1783
Septiembre 2011	19	Coquerías y refino de petróleo	11
Septiembre 2011	20	Industria química	3413
Septiembre 2011	21	Fabricación de productos farmacéuticos	1108
Septiembre 2011	22	Fabricación de productos de caucho y plásticos	4106
Septiembre 2011	23	Fabricación de otros productos minerales no metálicos	4011
Septiembre 2011	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2986
Septiembre 2011	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10158
Septiembre 2011	26	Fabricación de productos informáticos, electrónicos y ópticos	1415
Septiembre 2011	27	Fabricación de material y equipo eléctrico	5517
Septiembre 2011	28	Fabricación de maquinaria y equipo n.c.o.p.	6585
Septiembre 2011	29	Fabricación de vehículos de motor, remolques y semirremolques	16251
Septiembre 2011	30	Fabricación de otro material de transporte	1157
Septiembre 2011	31	Fabricación de muebles	4133
Septiembre 2011	32	Otras industrias manufactureras	1539
Septiembre 2011	33	Reparación e instalación de maquinaria y equipo	2274
Septiembre 2011	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1547
Septiembre 2011	36	Captación, depuración y distribución de agua	1628
Septiembre 2011	37	Recogida y tratamiento de aguas residuales	140
Septiembre 2011	38	Recogida, tratamiento y eliminación de residuos; valorización	2780
Septiembre 2011	39	Actividades de descontaminación y otros servicios de gestión de residuos	24
Septiembre 2011	41	Construcción de edificios	15739
Septiembre 2011	42	Ingeniería civil	2375
Septiembre 2011	43	Actividades de construcción especializada	24964
Septiembre 2011	45	Venta y reparación de vehículos de motor y motocicletas	9042
Septiembre 2011	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25142
Septiembre 2011	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49038
Septiembre 2011	49	Transporte terrestre y por tubería	20626
Septiembre 2011	50	Transporte marítimo y por vías navegables interiores	10
Septiembre 2011	51	Transporte aéreo	60
Septiembre 2011	52	Almacenamiento y actividades anexas al transporte	4356
Septiembre 2011	53	Actividades postales y de correos	1588
Septiembre 2011	55	Servicios de alojamiento	5671
Septiembre 2011	56	Servicios de comidas y bebidas	29160
Septiembre 2011	58	Edición	1502
Septiembre 2011	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1048
Septiembre 2011	60	Actividades de programación y emisión de radio y televisión	365
Septiembre 2011	61	Telecomunicaciones	2208
Septiembre 2011	62	Programación, consultoría y otras actividades relacionadas con la informática	3821
Septiembre 2011	63	Servicios de información	313
Septiembre 2011	64	Servicios financieros, excepto seguros y fondos de pensiones	8037
Septiembre 2011	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1266
Septiembre 2011	66	Actividades auxiliares a los servicios financieros y a los seguros	2433
Septiembre 2011	68	Actividades inmobiliarias	2242
Septiembre 2011	69	Actividades jurídicas y de contabilidad	7097
Septiembre 2011	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1571
Septiembre 2011	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5451
Septiembre 2011	72	Investigación y desarrollo	1712
Septiembre 2011	73	Publicidad y estudios de mercado	1547
Septiembre 2011	74	Otras actividades profesionales, científicas y técnicas	2039
Septiembre 2011	75	Actividades veterinarias	543
Septiembre 2011	77	Actividades de alquiler	2260
Septiembre 2011	78	Actividades relacionadas con el empleo	4459
Septiembre 2011	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1138
Septiembre 2011	80	Actividades de seguridad e investigación	2552
Septiembre 2011	81	Servicios a edificios y actividades de jardinería	16200
Septiembre 2011	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4345
Septiembre 2011	84	Administración Pública y defensa; Seguridad Social obligatoria	35175
Septiembre 2011	85	Educación	18822
Septiembre 2011	86	Actividades sanitarias	30451
Septiembre 2011	87	Asistencia en establecimientos residenciales	9527
Septiembre 2011	88	Actividades de servicios sociales sin alojamiento	4980
Septiembre 2011	90	Actividades de creación, artísticas y espectáculos	1218
Septiembre 2011	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	338
Septiembre 2011	92	Actividades de juegos de azar y apuestas	1072
Septiembre 2011	93	Actividades deportivas, recreativas y de entretenimiento	3744
Septiembre 2011	94	Actividades asociativas	5114
Septiembre 2011	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	3012
Septiembre 2011	96	Otros servicios personales	8624
Septiembre 2011	97	Actividades de los hogares como empleadores de personal doméstico	8511
Septiembre 2011	99	Actividades de organizaciones y organismos extraterritoriales	8
Septiembre 2011		Sin clasificar	422
Junio 2011	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	37967
Junio 2011	02	Silvicultura y explotación forestal	1583
Junio 2011	03	Pesca y acuicultura	191
Junio 2011	05	Extracción de antracita, hulla y lignito	432
Junio 2011	07	Extracción de minerales metálicos	64
Junio 2011	08	Otras industrias extractivas	994
Junio 2011	09	Actividades de apoyo a las industrias extractivas	9
Junio 2011	10	Industria de la alimentación	10986
Junio 2011	11	Fabricación de bebidas	1410
Junio 2011	12	Industria del tabaco	1
Junio 2011	13	Industria textil	676
Junio 2011	14	Confección de prendas de vestir	1921
Junio 2011	15	Industria del cuero y del calzado	1428
Junio 2011	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2543
Junio 2011	17	Industria del papel	2708
Junio 2011	18	Artes gráficas y reproducción de soportes grabados	1824
Junio 2011	19	Coquerías y refino de petróleo	11
Junio 2011	20	Industria química	3496
Junio 2011	21	Fabricación de productos farmacéuticos	1093
Junio 2011	22	Fabricación de productos de caucho y plásticos	4130
Junio 2011	23	Fabricación de otros productos minerales no metálicos	4135
Junio 2011	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	3010
Junio 2011	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10223
Junio 2011	26	Fabricación de productos informáticos, electrónicos y ópticos	1427
Junio 2011	27	Fabricación de material y equipo eléctrico	5480
Junio 2011	28	Fabricación de maquinaria y equipo n.c.o.p.	6738
Junio 2011	29	Fabricación de vehículos de motor, remolques y semirremolques	16179
Junio 2011	30	Fabricación de otro material de transporte	1164
Junio 2011	31	Fabricación de muebles	4254
Junio 2011	32	Otras industrias manufactureras	1547
Junio 2011	33	Reparación e instalación de maquinaria y equipo	2430
Junio 2011	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1547
Junio 2011	36	Captación, depuración y distribución de agua	1632
Junio 2011	37	Recogida y tratamiento de aguas residuales	140
Junio 2011	38	Recogida, tratamiento y eliminación de residuos; valorización	2860
Junio 2011	39	Actividades de descontaminación y otros servicios de gestión de residuos	24
Junio 2011	41	Construcción de edificios	16568
Junio 2011	42	Ingeniería civil	2500
Junio 2011	43	Actividades de construcción especializada	25342
Junio 2011	45	Venta y reparación de vehículos de motor y motocicletas	9175
Junio 2011	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	26083
Junio 2011	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49591
Junio 2011	49	Transporte terrestre y por tubería	20664
Junio 2011	50	Transporte marítimo y por vías navegables interiores	11
Junio 2011	51	Transporte aéreo	58
Junio 2011	52	Almacenamiento y actividades anexas al transporte	4195
Junio 2011	53	Actividades postales y de correos	1725
Junio 2011	55	Servicios de alojamiento	6138
Junio 2011	56	Servicios de comidas y bebidas	27353
Junio 2011	58	Edición	1537
Junio 2011	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1103
Junio 2011	60	Actividades de programación y emisión de radio y televisión	376
Junio 2011	61	Telecomunicaciones	2176
Junio 2011	62	Programación, consultoría y otras actividades relacionadas con la informática	3730
Junio 2011	63	Servicios de información	286
Junio 2011	64	Servicios financieros, excepto seguros y fondos de pensiones	7713
Junio 2011	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1287
Junio 2011	66	Actividades auxiliares a los servicios financieros y a los seguros	2432
Junio 2011	68	Actividades inmobiliarias	2295
Junio 2011	69	Actividades jurídicas y de contabilidad	7105
Junio 2011	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1474
Junio 2011	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5563
Junio 2011	72	Investigación y desarrollo	1665
Junio 2011	73	Publicidad y estudios de mercado	1548
Junio 2011	74	Otras actividades profesionales, científicas y técnicas	1990
Junio 2011	75	Actividades veterinarias	554
Junio 2011	77	Actividades de alquiler	2358
Junio 2011	78	Actividades relacionadas con el empleo	4385
Junio 2011	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1145
Junio 2011	80	Actividades de seguridad e investigación	2457
Junio 2011	81	Servicios a edificios y actividades de jardinería	15605
Junio 2011	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4154
Junio 2011	84	Administración Pública y defensa; Seguridad Social obligatoria	35057
Junio 2011	85	Educación	17133
Junio 2011	86	Actividades sanitarias	30858
Junio 2011	87	Asistencia en establecimientos residenciales	9468
Junio 2011	88	Actividades de servicios sociales sin alojamiento	4933
Junio 2011	90	Actividades de creación, artísticas y espectáculos	1122
Junio 2011	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	341
Junio 2011	92	Actividades de juegos de azar y apuestas	1122
Junio 2011	93	Actividades deportivas, recreativas y de entretenimiento	3883
Junio 2011	94	Actividades asociativas	5007
Junio 2011	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	3049
Junio 2011	96	Otros servicios personales	8550
Junio 2011	97	Actividades de los hogares como empleadores de personal doméstico	8603
Junio 2011	99	Actividades de organizaciones y organismos extraterritoriales	10
Junio 2011		Sin clasificar	491
Marzo 2011	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	32377
Marzo 2011	02	Silvicultura y explotación forestal	941
Marzo 2011	03	Pesca y acuicultura	194
Marzo 2011	05	Extracción de antracita, hulla y lignito	425
Marzo 2011	07	Extracción de minerales metálicos	62
Marzo 2011	08	Otras industrias extractivas	988
Marzo 2011	09	Actividades de apoyo a las industrias extractivas	9
Marzo 2011	10	Industria de la alimentación	10723
Marzo 2011	11	Fabricación de bebidas	1403
Marzo 2011	12	Industria del tabaco	1
Marzo 2011	13	Industria textil	640
Marzo 2011	14	Confección de prendas de vestir	1932
Marzo 2011	15	Industria del cuero y del calzado	1313
Marzo 2011	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2438
Marzo 2011	17	Industria del papel	2693
Marzo 2011	18	Artes gráficas y reproducción de soportes grabados	1831
Marzo 2011	19	Coquerías y refino de petróleo	13
Marzo 2011	20	Industria química	3488
Marzo 2011	21	Fabricación de productos farmacéuticos	1074
Marzo 2011	22	Fabricación de productos de caucho y plásticos	4167
Marzo 2011	23	Fabricación de otros productos minerales no metálicos	4215
Marzo 2011	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2997
Marzo 2011	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10235
Marzo 2011	26	Fabricación de productos informáticos, electrónicos y ópticos	1473
Marzo 2011	27	Fabricación de material y equipo eléctrico	5311
Marzo 2011	28	Fabricación de maquinaria y equipo n.c.o.p.	6805
Marzo 2011	29	Fabricación de vehículos de motor, remolques y semirremolques	16368
Marzo 2011	30	Fabricación de otro material de transporte	1164
Marzo 2011	31	Fabricación de muebles	4372
Marzo 2011	32	Otras industrias manufactureras	1599
Marzo 2011	33	Reparación e instalación de maquinaria y equipo	2364
Marzo 2011	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1541
Marzo 2011	36	Captación, depuración y distribución de agua	1639
Marzo 2011	37	Recogida y tratamiento de aguas residuales	141
Marzo 2011	38	Recogida, tratamiento y eliminación de residuos; valorización	2848
Marzo 2011	39	Actividades de descontaminación y otros servicios de gestión de residuos	24
Marzo 2011	41	Construcción de edificios	16938
Marzo 2011	42	Ingeniería civil	2381
Marzo 2011	43	Actividades de construcción especializada	25564
Marzo 2011	45	Venta y reparación de vehículos de motor y motocicletas	9181
Marzo 2011	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	24528
Marzo 2011	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	48959
Marzo 2011	49	Transporte terrestre y por tubería	20950
Marzo 2011	50	Transporte marítimo y por vías navegables interiores	6
Marzo 2011	51	Transporte aéreo	67
Marzo 2011	52	Almacenamiento y actividades anexas al transporte	4150
Marzo 2011	53	Actividades postales y de correos	1645
Marzo 2011	55	Servicios de alojamiento	5896
Marzo 2011	56	Servicios de comidas y bebidas	28289
Marzo 2011	58	Edición	1557
Marzo 2011	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1136
Marzo 2011	60	Actividades de programación y emisión de radio y televisión	385
Marzo 2011	61	Telecomunicaciones	2164
Marzo 2011	62	Programación, consultoría y otras actividades relacionadas con la informática	3801
Marzo 2011	63	Servicios de información	309
Marzo 2011	64	Servicios financieros, excepto seguros y fondos de pensiones	8247
Marzo 2011	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1277
Marzo 2011	66	Actividades auxiliares a los servicios financieros y a los seguros	2358
Marzo 2011	68	Actividades inmobiliarias	2304
Marzo 2011	69	Actividades jurídicas y de contabilidad	7137
Marzo 2011	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1590
Marzo 2011	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5780
Marzo 2011	72	Investigación y desarrollo	1633
Marzo 2011	73	Publicidad y estudios de mercado	1602
Marzo 2011	74	Otras actividades profesionales, científicas y técnicas	1966
Marzo 2011	75	Actividades veterinarias	547
Marzo 2011	77	Actividades de alquiler	2420
Marzo 2011	78	Actividades relacionadas con el empleo	3842
Marzo 2011	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1080
Marzo 2011	80	Actividades de seguridad e investigación	2481
Marzo 2011	81	Servicios a edificios y actividades de jardinería	15868
Marzo 2011	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4248
Marzo 2011	84	Administración Pública y defensa; Seguridad Social obligatoria	35256
Marzo 2011	85	Educación	19793
Marzo 2011	86	Actividades sanitarias	29558
Marzo 2011	87	Asistencia en establecimientos residenciales	9140
Marzo 2011	88	Actividades de servicios sociales sin alojamiento	4902
Marzo 2011	90	Actividades de creación, artísticas y espectáculos	1095
Marzo 2011	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	322
Marzo 2011	92	Actividades de juegos de azar y apuestas	1095
Marzo 2011	93	Actividades deportivas, recreativas y de entretenimiento	4640
Marzo 2011	94	Actividades asociativas	5135
Marzo 2011	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	3071
Marzo 2011	96	Otros servicios personales	8347
Marzo 2011	97	Actividades de los hogares como empleadores de personal doméstico	8463
Marzo 2011	99	Actividades de organizaciones y organismos extraterritoriales	10
Marzo 2011		Sin clasificar	374
Diciembre 2010	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	34350
Diciembre 2010	02	Silvicultura y explotación forestal	609
Diciembre 2010	03	Pesca y acuicultura	203
Diciembre 2010	05	Extracción de antracita, hulla y lignito	431
Diciembre 2010	07	Extracción de minerales metálicos	59
Diciembre 2010	08	Otras industrias extractivas	1016
Diciembre 2010	09	Actividades de apoyo a las industrias extractivas	9
Diciembre 2010	10	Industria de la alimentación	11023
Diciembre 2010	11	Fabricación de bebidas	1447
Diciembre 2010	12	Industria del tabaco	1
Diciembre 2010	13	Industria textil	631
Diciembre 2010	14	Confección de prendas de vestir	2104
Diciembre 2010	15	Industria del cuero y del calzado	1236
Diciembre 2010	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2462
Diciembre 2010	17	Industria del papel	2722
Diciembre 2010	18	Artes gráficas y reproducción de soportes grabados	1873
Diciembre 2010	19	Coquerías y refino de petróleo	14
Diciembre 2010	20	Industria química	3471
Diciembre 2010	21	Fabricación de productos farmacéuticos	1081
Diciembre 2010	22	Fabricación de productos de caucho y plásticos	4541
Diciembre 2010	23	Fabricación de otros productos minerales no metálicos	4348
Diciembre 2010	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2955
Diciembre 2010	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10253
Diciembre 2010	26	Fabricación de productos informáticos, electrónicos y ópticos	1395
Diciembre 2010	27	Fabricación de material y equipo eléctrico	5225
Diciembre 2010	28	Fabricación de maquinaria y equipo n.c.o.p.	6769
Diciembre 2010	29	Fabricación de vehículos de motor, remolques y semirremolques	15720
Diciembre 2010	30	Fabricación de otro material de transporte	1200
Diciembre 2010	31	Fabricación de muebles	4428
Diciembre 2010	32	Otras industrias manufactureras	1547
Diciembre 2010	33	Reparación e instalación de maquinaria y equipo	2372
Diciembre 2010	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1545
Diciembre 2010	36	Captación, depuración y distribución de agua	1588
Diciembre 2010	37	Recogida y tratamiento de aguas residuales	145
Diciembre 2010	38	Recogida, tratamiento y eliminación de residuos; valorización	2775
Diciembre 2010	39	Actividades de descontaminación y otros servicios de gestión de residuos	25
Diciembre 2010	41	Construcción de edificios	17061
Diciembre 2010	42	Ingeniería civil	2437
Diciembre 2010	43	Actividades de construcción especializada	26066
Diciembre 2010	45	Venta y reparación de vehículos de motor y motocicletas	9301
Diciembre 2010	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	24695
Diciembre 2010	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	50174
Diciembre 2010	49	Transporte terrestre y por tubería	21070
Diciembre 2010	50	Transporte marítimo y por vías navegables interiores	3
Diciembre 2010	51	Transporte aéreo	70
Diciembre 2010	52	Almacenamiento y actividades anexas al transporte	4175
Diciembre 2010	53	Actividades postales y de correos	1665
Diciembre 2010	55	Servicios de alojamiento	6144
Diciembre 2010	56	Servicios de comidas y bebidas	28987
Diciembre 2010	58	Edición	1506
Diciembre 2010	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1167
Diciembre 2010	60	Actividades de programación y emisión de radio y televisión	384
Diciembre 2010	61	Telecomunicaciones	2128
Diciembre 2010	62	Programación, consultoría y otras actividades relacionadas con la informática	3877
Diciembre 2010	63	Servicios de información	311
Diciembre 2010	64	Servicios financieros, excepto seguros y fondos de pensiones	8337
Diciembre 2010	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1281
Diciembre 2010	66	Actividades auxiliares a los servicios financieros y a los seguros	2372
Diciembre 2010	68	Actividades inmobiliarias	2300
Diciembre 2010	69	Actividades jurídicas y de contabilidad	7137
Diciembre 2010	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1581
Diciembre 2010	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5926
Diciembre 2010	72	Investigación y desarrollo	1668
Diciembre 2010	73	Publicidad y estudios de mercado	1714
Diciembre 2010	74	Otras actividades profesionales, científicas y técnicas	1939
Diciembre 2010	75	Actividades veterinarias	551
Diciembre 2010	77	Actividades de alquiler	2561
Diciembre 2010	78	Actividades relacionadas con el empleo	2840
Diciembre 2010	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1023
Diciembre 2010	80	Actividades de seguridad e investigación	2530
Diciembre 2010	81	Servicios a edificios y actividades de jardinería	16474
Diciembre 2010	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4192
Diciembre 2010	84	Administración Pública y defensa; Seguridad Social obligatoria	35305
Diciembre 2010	85	Educación	19464
Diciembre 2010	86	Actividades sanitarias	30729
Diciembre 2010	87	Asistencia en establecimientos residenciales	9252
Diciembre 2010	88	Actividades de servicios sociales sin alojamiento	5129
