Mes y año	Comarca código	Comarca nombre	Sexo	Afiliaciones en alta
Marzo 2011	07	Somontano de Barbastro	Mujeres	94
Marzo 2011	08	Cinca Medio	Mujeres	112
Marzo 2011	09	La Litera / La Llitera	Mujeres	114
Marzo 2011	10	Los Monegros	Mujeres	128
Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	97
Marzo 2011	12	Tarazona y el Moncayo	Mujeres	29
Marzo 2011	13	Campo de Borja	Mujeres	49
Marzo 2011	14	Aranda	Mujeres	17
Marzo 2011	15	Ribera Alta del Ebro	Mujeres	72
Marzo 2011	16	Valdejalón	Mujeres	66
Marzo 2011	17	D.C. Zaragoza	Mujeres	1876
Marzo 2011	18	Ribera Baja del Ebro	Mujeres	59
Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	83
Marzo 2011	20	Comunidad de Calatayud	Mujeres	102
Marzo 2011	21	Campo de Cariñena	Mujeres	47
Marzo 2011	22	Campo de Belchite	Mujeres	19
Marzo 2011	23	Bajo Martín	Mujeres	27
Marzo 2011	24	Campo de Daroca	Mujeres	37
Marzo 2011	25	Jiloca	Mujeres	79
Marzo 2011	26	Cuencas Mineras	Mujeres	33
Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	25
Marzo 2011	28	Bajo Aragón	Mujeres	158
Marzo 2011	29	Comunidad de Teruel	Mujeres	148
Marzo 2011	30	Maestrazgo	Mujeres	24
Marzo 2011	31	Sierra de Albarracín	Mujeres	30
Marzo 2011	32	Gúdar-Javalambre	Mujeres	47
Marzo 2011	33	Matarraña / Matarranya	Mujeres	124
Marzo 2011	01	La Jacetania	Hombres	111
Marzo 2011	02	Alto Gállego	Hombres	65
Marzo 2011	03	Sobrarbe	Hombres	67
Marzo 2011	04	La Ribagorza	Hombres	158
Marzo 2011	05	Cinco Villas	Hombres	269
Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	391
Marzo 2011	07	Somontano de Barbastro	Hombres	194
Marzo 2011	08	Cinca Medio	Hombres	146
Marzo 2011	09	La Litera / La Llitera	Hombres	200
Marzo 2011	10	Los Monegros	Hombres	231
Marzo 2011	11	Bajo Cinca / Baix Cinca	Hombres	225
Marzo 2011	12	Tarazona y el Moncayo	Hombres	71
Marzo 2011	13	Campo de Borja	Hombres	107
Marzo 2011	14	Aranda	Hombres	36
Marzo 2011	15	Ribera Alta del Ebro	Hombres	126
Marzo 2011	16	Valdejalón	Hombres	176
Marzo 2011	17	D.C. Zaragoza	Hombres	2836
Marzo 2011	18	Ribera Baja del Ebro	Hombres	57
Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	129
Marzo 2011	20	Comunidad de Calatayud	Hombres	267
Marzo 2011	21	Campo de Cariñena	Hombres	72
Marzo 2011	22	Campo de Belchite	Hombres	55
Marzo 2011	23	Bajo Martín	Hombres	54
Marzo 2011	24	Campo de Daroca	Hombres	86
Marzo 2011	25	Jiloca	Hombres	143
Marzo 2011	26	Cuencas Mineras	Hombres	44
Marzo 2011	27	Andorra-Sierra de Arcos	Hombres	25
Marzo 2011	28	Bajo Aragón	Hombres	195
Marzo 2011	29	Comunidad de Teruel	Hombres	219
Marzo 2011	30	Maestrazgo	Hombres	36
Marzo 2011	31	Sierra de Albarracín	Hombres	36
Marzo 2011	32	Gúdar-Javalambre	Hombres	78
Marzo 2011	33	Matarraña / Matarranya	Hombres	144
Marzo 2011	01	La Jacetania	Mujeres	59
Marzo 2011	02	Alto Gállego	Mujeres	40
Marzo 2011	03	Sobrarbe	Mujeres	36
Marzo 2011	04	La Ribagorza	Mujeres	64
Marzo 2011	05	Cinco Villas	Mujeres	130
Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	179
Marzo 2011	07	Somontano de Barbastro	Mujeres	74
Marzo 2011	08	Cinca Medio	Mujeres	75
Marzo 2011	09	La Litera / La Llitera	Mujeres	85
Marzo 2011	10	Los Monegros	Mujeres	95
Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	100
Marzo 2011	12	Tarazona y el Moncayo	Mujeres	37
Marzo 2011	13	Campo de Borja	Mujeres	62
Marzo 2011	14	Aranda	Mujeres	11
Marzo 2011	15	Ribera Alta del Ebro	Mujeres	62
Marzo 2011	16	Valdejalón	Mujeres	51
Marzo 2011	17	D.C. Zaragoza	Mujeres	1497
Marzo 2011	18	Ribera Baja del Ebro	Mujeres	34
Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	70
Marzo 2011	20	Comunidad de Calatayud	Mujeres	110
Marzo 2011	21	Campo de Cariñena	Mujeres	35
Marzo 2011	22	Campo de Belchite	Mujeres	25
Marzo 2011	23	Bajo Martín	Mujeres	30
Marzo 2011	24	Campo de Daroca	Mujeres	34
Marzo 2011	25	Jiloca	Mujeres	75
Marzo 2011	26	Cuencas Mineras	Mujeres	29
Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	18
Marzo 2011	28	Bajo Aragón	Mujeres	130
Marzo 2011	29	Comunidad de Teruel	Mujeres	122
Marzo 2011	30	Maestrazgo	Mujeres	26
Marzo 2011	31	Sierra de Albarracín	Mujeres	24
Marzo 2011	32	Gúdar-Javalambre	Mujeres	43
Marzo 2011	33	Matarraña / Matarranya	Mujeres	101
Marzo 2011	01	La Jacetania	Hombres	21
Marzo 2011	02	Alto Gállego	Hombres	11
Marzo 2011	03	Sobrarbe	Hombres	11
Marzo 2011	04	La Ribagorza	Hombres	17
Marzo 2011	05	Cinco Villas	Hombres	24
Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	48
Marzo 2011	07	Somontano de Barbastro	Hombres	15
Marzo 2011	08	Cinca Medio	Hombres	18
Marzo 2011	09	La Litera / La Llitera	Hombres	29
Marzo 2011	10	Los Monegros	Hombres	27
Marzo 2011	11	Bajo Cinca / Baix Cinca	Hombres	18
Marzo 2011	12	Tarazona y el Moncayo	Hombres	2
Marzo 2011	13	Campo de Borja	Hombres	7
Marzo 2011	14	Aranda	Hombres	1
Marzo 2011	15	Ribera Alta del Ebro	Hombres	17
Marzo 2011	16	Valdejalón	Hombres	19
Marzo 2011	17	D.C. Zaragoza	Hombres	521
Marzo 2011	18	Ribera Baja del Ebro	Hombres	5
Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3
Marzo 2011	20	Comunidad de Calatayud	Hombres	26
Marzo 2011	21	Campo de Cariñena	Hombres	6
Marzo 2011	22	Campo de Belchite	Hombres	7
Marzo 2011	23	Bajo Martín	Hombres	2
Marzo 2011	24	Campo de Daroca	Hombres	8
Marzo 2011	25	Jiloca	Hombres	6
Marzo 2011	26	Cuencas Mineras	Hombres	6
Marzo 2011	28	Bajo Aragón	Hombres	19
Marzo 2011	29	Comunidad de Teruel	Hombres	23
Marzo 2011	30	Maestrazgo	Hombres	1
Marzo 2011	32	Gúdar-Javalambre	Hombres	5
Marzo 2011	33	Matarraña / Matarranya	Hombres	9
Marzo 2011	01	La Jacetania	Mujeres	10
Marzo 2011	02	Alto Gállego	Mujeres	6
Marzo 2011	03	Sobrarbe	Mujeres	6
Marzo 2011	04	La Ribagorza	Mujeres	15
Marzo 2011	05	Cinco Villas	Mujeres	18
Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	35
Marzo 2011	07	Somontano de Barbastro	Mujeres	14
Marzo 2011	08	Cinca Medio	Mujeres	22
Marzo 2011	09	La Litera / La Llitera	Mujeres	19
Marzo 2011	10	Los Monegros	Mujeres	13
Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	14
Marzo 2011	12	Tarazona y el Moncayo	Mujeres	4
Marzo 2011	13	Campo de Borja	Mujeres	7
Marzo 2011	14	Aranda	Mujeres	5
Marzo 2011	15	Ribera Alta del Ebro	Mujeres	13
Marzo 2011	16	Valdejalón	Mujeres	12
Marzo 2011	17	D.C. Zaragoza	Mujeres	349
Marzo 2011	18	Ribera Baja del Ebro	Mujeres	3
Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	6
Marzo 2011	20	Comunidad de Calatayud	Mujeres	24
Marzo 2011	21	Campo de Cariñena	Mujeres	7
Marzo 2011	22	Campo de Belchite	Mujeres	3
Marzo 2011	23	Bajo Martín	Mujeres	2
Marzo 2011	24	Campo de Daroca	Mujeres	3
Marzo 2011	25	Jiloca	Mujeres	7
Marzo 2011	26	Cuencas Mineras	Mujeres	1
Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	4
Marzo 2011	28	Bajo Aragón	Mujeres	12
Marzo 2011	29	Comunidad de Teruel	Mujeres	11
Marzo 2011	30	Maestrazgo	Mujeres	1
Marzo 2011	31	Sierra de Albarracín	Mujeres	1
Marzo 2011	32	Gúdar-Javalambre	Mujeres	2
Marzo 2011	33	Matarraña / Matarranya	Mujeres	3
Marzo 2011	01	La Jacetania	Hombres	5
Marzo 2011	02	Alto Gállego	Hombres	5
Marzo 2011	03	Sobrarbe	Hombres	3
Marzo 2011	04	La Ribagorza	Hombres	9
Marzo 2011	05	Cinco Villas	Hombres	10
Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	6
Marzo 2011	07	Somontano de Barbastro	Hombres	7
Marzo 2011	08	Cinca Medio	Hombres	5
Marzo 2011	09	La Litera / La Llitera	Hombres	10
Marzo 2011	10	Los Monegros	Hombres	8
Marzo 2011	11	Bajo Cinca / Baix Cinca	Hombres	10
Marzo 2011	12	Tarazona y el Moncayo	Hombres	5
Marzo 2011	14	Aranda	Hombres	1
Marzo 2011	15	Ribera Alta del Ebro	Hombres	7
Marzo 2011	16	Valdejalón	Hombres	2
Marzo 2011	17	D.C. Zaragoza	Hombres	124
Marzo 2011	18	Ribera Baja del Ebro	Hombres	1
Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1
Marzo 2011	20	Comunidad de Calatayud	Hombres	5
Marzo 2011	21	Campo de Cariñena	Hombres	1
Marzo 2011	23	Bajo Martín	Hombres	1
Marzo 2011	28	Bajo Aragón	Hombres	4
Marzo 2011	29	Comunidad de Teruel	Hombres	6
Marzo 2011	31	Sierra de Albarracín	Hombres	2
Marzo 2011	32	Gúdar-Javalambre	Hombres	1
Marzo 2011	33	Matarraña / Matarranya	Hombres	2
Marzo 2011	01	La Jacetania	Mujeres	5
Marzo 2011	03	Sobrarbe	Mujeres	3
Marzo 2011	04	La Ribagorza	Mujeres	2
Marzo 2011	05	Cinco Villas	Mujeres	7
Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	14
Marzo 2011	07	Somontano de Barbastro	Mujeres	6
Marzo 2011	08	Cinca Medio	Mujeres	3
Marzo 2011	09	La Litera / La Llitera	Mujeres	2
Marzo 2011	10	Los Monegros	Mujeres	1
Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	4
Marzo 2011	12	Tarazona y el Moncayo	Mujeres	2
Marzo 2011	13	Campo de Borja	Mujeres	1
Marzo 2011	15	Ribera Alta del Ebro	Mujeres	2
Marzo 2011	16	Valdejalón	Mujeres	2
Marzo 2011	17	D.C. Zaragoza	Mujeres	143
Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2
Marzo 2011	20	Comunidad de Calatayud	Mujeres	7
Marzo 2011	21	Campo de Cariñena	Mujeres	2
Marzo 2011	22	Campo de Belchite	Mujeres	3
Marzo 2011	23	Bajo Martín	Mujeres	1
Marzo 2011	25	Jiloca	Mujeres	1
Marzo 2011	26	Cuencas Mineras	Mujeres	1
Marzo 2011	28	Bajo Aragón	Mujeres	5
Marzo 2011	29	Comunidad de Teruel	Mujeres	5
Marzo 2011	30	Maestrazgo	Mujeres	2
Marzo 2011	32	Gúdar-Javalambre	Mujeres	1
Marzo 2011	17	D.C. Zaragoza	Hombres	1
Marzo 2011	17	D.C. Zaragoza	Mujeres	1
Diciembre 2010	01	La Jacetania	Hombres	2
Diciembre 2010	02	Alto Gállego	Hombres	1
Diciembre 2010	03	Sobrarbe	Hombres	3
Diciembre 2010	05	Cinco Villas	Hombres	4
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	Hombres	4
Diciembre 2010	07	Somontano de Barbastro	Hombres	2
Diciembre 2010	08	Cinca Medio	Hombres	2
Diciembre 2010	09	La Litera / La Llitera	Hombres	1
Diciembre 2010	10	Los Monegros	Hombres	6
Diciembre 2010	11	Bajo Cinca / Baix Cinca	Hombres	2
Diciembre 2010	12	Tarazona y el Moncayo	Hombres	1
Diciembre 2010	13	Campo de Borja	Hombres	4
Diciembre 2010	14	Aranda	Hombres	4
Diciembre 2010	15	Ribera Alta del Ebro	Hombres	4
Diciembre 2010	16	Valdejalón	Hombres	7
Diciembre 2010	17	D.C. Zaragoza	Hombres	66
Diciembre 2010	20	Comunidad de Calatayud	Hombres	3
Diciembre 2010	21	Campo de Cariñena	Hombres	1
Diciembre 2010	22	Campo de Belchite	Hombres	1
Diciembre 2010	23	Bajo Martín	Hombres	2
Diciembre 2010	24	Campo de Daroca	Hombres	2
Diciembre 2010	25	Jiloca	Hombres	3
Diciembre 2010	27	Andorra-Sierra de Arcos	Hombres	3
Diciembre 2010	28	Bajo Aragón	Hombres	2
Diciembre 2010	29	Comunidad de Teruel	Hombres	5
Diciembre 2010	31	Sierra de Albarracín	Hombres	2
Diciembre 2010	32	Gúdar-Javalambre	Hombres	1
Diciembre 2010	33	Matarraña / Matarranya	Hombres	1
Diciembre 2010	01	La Jacetania	Mujeres	1
Diciembre 2010	04	La Ribagorza	Mujeres	1
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	Mujeres	2
Diciembre 2010	07	Somontano de Barbastro	Mujeres	1
Diciembre 2010	08	Cinca Medio	Mujeres	5
Diciembre 2010	09	La Litera / La Llitera	Mujeres	1
Diciembre 2010	10	Los Monegros	Mujeres	1
Diciembre 2010	12	Tarazona y el Moncayo	Mujeres	1
Diciembre 2010	14	Aranda	Mujeres	1
Diciembre 2010	15	Ribera Alta del Ebro	Mujeres	2
Diciembre 2010	16	Valdejalón	Mujeres	2
Diciembre 2010	17	D.C. Zaragoza	Mujeres	41
Diciembre 2010	18	Ribera Baja del Ebro	Mujeres	1
Diciembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1
Diciembre 2010	20	Comunidad de Calatayud	Mujeres	5
Diciembre 2010	21	Campo de Cariñena	Mujeres	1
Diciembre 2010	24	Campo de Daroca	Mujeres	1
Diciembre 2010	25	Jiloca	Mujeres	1
Diciembre 2010	28	Bajo Aragón	Mujeres	1
Diciembre 2010	30	Maestrazgo	Mujeres	1
Diciembre 2010	01	La Jacetania	Hombres	13
Diciembre 2010	02	Alto Gállego	Hombres	9
Diciembre 2010	03	Sobrarbe	Hombres	15
Diciembre 2010	04	La Ribagorza	Hombres	36
Diciembre 2010	05	Cinco Villas	Hombres	58
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	Hombres	70
Diciembre 2010	07	Somontano de Barbastro	Hombres	34
Diciembre 2010	08	Cinca Medio	Hombres	38
Diciembre 2010	09	La Litera / La Llitera	Hombres	28
Diciembre 2010	10	Los Monegros	Hombres	62
Diciembre 2010	11	Bajo Cinca / Baix Cinca	Hombres	48
Diciembre 2010	12	Tarazona y el Moncayo	Hombres	11
Diciembre 2010	13	Campo de Borja	Hombres	26
Diciembre 2010	14	Aranda	Hombres	10
Diciembre 2010	15	Ribera Alta del Ebro	Hombres	24
Diciembre 2010	16	Valdejalón	Hombres	39
Diciembre 2010	17	D.C. Zaragoza	Hombres	604
Diciembre 2010	18	Ribera Baja del Ebro	Hombres	16
Diciembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	25
Diciembre 2010	20	Comunidad de Calatayud	Hombres	37
Diciembre 2010	21	Campo de Cariñena	Hombres	18
Diciembre 2010	22	Campo de Belchite	Hombres	8
Diciembre 2010	23	Bajo Martín	Hombres	5
Diciembre 2010	24	Campo de Daroca	Hombres	9
Diciembre 2010	25	Jiloca	Hombres	27
Diciembre 2010	26	Cuencas Mineras	Hombres	12
Diciembre 2010	27	Andorra-Sierra de Arcos	Hombres	9
Diciembre 2010	28	Bajo Aragón	Hombres	43
Diciembre 2010	29	Comunidad de Teruel	Hombres	59
Diciembre 2010	30	Maestrazgo	Hombres	12
Diciembre 2010	31	Sierra de Albarracín	Hombres	9
Diciembre 2010	32	Gúdar-Javalambre	Hombres	22
Diciembre 2010	33	Matarraña / Matarranya	Hombres	12
Diciembre 2010	01	La Jacetania	Mujeres	4
Diciembre 2010	02	Alto Gállego	Mujeres	3
Diciembre 2010	03	Sobrarbe	Mujeres	6
Diciembre 2010	04	La Ribagorza	Mujeres	8
Diciembre 2010	05	Cinco Villas	Mujeres	28
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	Mujeres	28
Diciembre 2010	07	Somontano de Barbastro	Mujeres	3
Diciembre 2010	08	Cinca Medio	Mujeres	37
Diciembre 2010	09	La Litera / La Llitera	Mujeres	11
Diciembre 2010	10	Los Monegros	Mujeres	18
Diciembre 2010	11	Bajo Cinca / Baix Cinca	Mujeres	16
Diciembre 2010	12	Tarazona y el Moncayo	Mujeres	9
Diciembre 2010	13	Campo de Borja	Mujeres	7
Diciembre 2010	14	Aranda	Mujeres	3
Diciembre 2010	15	Ribera Alta del Ebro	Mujeres	18
Diciembre 2010	16	Valdejalón	Mujeres	12
Diciembre 2010	17	D.C. Zaragoza	Mujeres	360
Diciembre 2010	18	Ribera Baja del Ebro	Mujeres	6
Diciembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	9
Diciembre 2010	20	Comunidad de Calatayud	Mujeres	31
Diciembre 2010	21	Campo de Cariñena	Mujeres	3
Diciembre 2010	22	Campo de Belchite	Mujeres	3
Diciembre 2010	23	Bajo Martín	Mujeres	3
Diciembre 2010	24	Campo de Daroca	Mujeres	1
Diciembre 2010	25	Jiloca	Mujeres	11
Diciembre 2010	26	Cuencas Mineras	Mujeres	4
Diciembre 2010	27	Andorra-Sierra de Arcos	Mujeres	4
Diciembre 2010	28	Bajo Aragón	Mujeres	15
Diciembre 2010	29	Comunidad de Teruel	Mujeres	18
Diciembre 2010	30	Maestrazgo	Mujeres	2
Diciembre 2010	31	Sierra de Albarracín	Mujeres	3
Diciembre 2010	32	Gúdar-Javalambre	Mujeres	4
Diciembre 2010	33	Matarraña / Matarranya	Mujeres	4
Diciembre 2010	01	La Jacetania	Hombres	53
Diciembre 2010	02	Alto Gállego	Hombres	42
Diciembre 2010	03	Sobrarbe	Hombres	32
Diciembre 2010	04	La Ribagorza	Hombres	47
Diciembre 2010	05	Cinco Villas	Hombres	130
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	Hombres	209
Diciembre 2010	07	Somontano de Barbastro	Hombres	96
Diciembre 2010	08	Cinca Medio	Hombres	98
Diciembre 2010	09	La Litera / La Llitera	Hombres	106
Diciembre 2010	10	Los Monegros	Hombres	132
Diciembre 2010	11	Bajo Cinca / Baix Cinca	Hombres	122
Diciembre 2010	12	Tarazona y el Moncayo	Hombres	42
Diciembre 2010	13	Campo de Borja	Hombres	55
Diciembre 2010	14	Aranda	Hombres	24
Diciembre 2010	15	Ribera Alta del Ebro	Hombres	67
Diciembre 2010	16	Valdejalón	Hombres	102
Diciembre 2010	17	D.C. Zaragoza	Hombres	1669
Diciembre 2010	18	Ribera Baja del Ebro	Hombres	32
Diciembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	88
Diciembre 2010	20	Comunidad de Calatayud	Hombres	83
Diciembre 2010	21	Campo de Cariñena	Hombres	47
Diciembre 2010	22	Campo de Belchite	Hombres	19
Diciembre 2010	23	Bajo Martín	Hombres	15
Diciembre 2010	24	Campo de Daroca	Hombres	26
Diciembre 2010	25	Jiloca	Hombres	46
Diciembre 2010	26	Cuencas Mineras	Hombres	20
Diciembre 2010	27	Andorra-Sierra de Arcos	Hombres	22
Diciembre 2010	28	Bajo Aragón	Hombres	118
Diciembre 2010	29	Comunidad de Teruel	Hombres	149
Diciembre 2010	30	Maestrazgo	Hombres	14
Diciembre 2010	31	Sierra de Albarracín	Hombres	23
Diciembre 2010	32	Gúdar-Javalambre	Hombres	41
Diciembre 2010	33	Matarraña / Matarranya	Hombres	41
Diciembre 2010	01	La Jacetania	Mujeres	24
Diciembre 2010	02	Alto Gállego	Mujeres	15
Diciembre 2010	03	Sobrarbe	Mujeres	14
Diciembre 2010	04	La Ribagorza	Mujeres	22
Diciembre 2010	05	Cinco Villas	Mujeres	52
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	Mujeres	77
Diciembre 2010	07	Somontano de Barbastro	Mujeres	38
Diciembre 2010	08	Cinca Medio	Mujeres	50
Diciembre 2010	09	La Litera / La Llitera	Mujeres	25
Diciembre 2010	10	Los Monegros	Mujeres	25
Diciembre 2010	11	Bajo Cinca / Baix Cinca	Mujeres	39
Diciembre 2010	12	Tarazona y el Moncayo	Mujeres	20
Diciembre 2010	13	Campo de Borja	Mujeres	24
Diciembre 2010	14	Aranda	Mujeres	4
Diciembre 2010	15	Ribera Alta del Ebro	Mujeres	39
Diciembre 2010	16	Valdejalón	Mujeres	35
Diciembre 2010	17	D.C. Zaragoza	Mujeres	1020
Diciembre 2010	18	Ribera Baja del Ebro	Mujeres	20
Diciembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	24
Diciembre 2010	20	Comunidad de Calatayud	Mujeres	53
Diciembre 2010	21	Campo de Cariñena	Mujeres	19
Diciembre 2010	22	Campo de Belchite	Mujeres	4
Diciembre 2010	23	Bajo Martín	Mujeres	13
Diciembre 2010	24	Campo de Daroca	Mujeres	6
Diciembre 2010	25	Jiloca	Mujeres	18
Diciembre 2010	26	Cuencas Mineras	Mujeres	10
Diciembre 2010	27	Andorra-Sierra de Arcos	Mujeres	14
Diciembre 2010	28	Bajo Aragón	Mujeres	50
Diciembre 2010	29	Comunidad de Teruel	Mujeres	79
Diciembre 2010	30	Maestrazgo	Mujeres	8
Diciembre 2010	31	Sierra de Albarracín	Mujeres	6
Diciembre 2010	32	Gúdar-Javalambre	Mujeres	19
Diciembre 2010	33	Matarraña / Matarranya	Mujeres	17
Diciembre 2010	01	La Jacetania	Hombres	110
Diciembre 2010	02	Alto Gállego	Hombres	90
Diciembre 2010	03	Sobrarbe	Hombres	86
Diciembre 2010	04	La Ribagorza	Hombres	113
Diciembre 2010	05	Cinco Villas	Hombres	246
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	Hombres	410
Diciembre 2010	07	Somontano de Barbastro	Hombres	175
Diciembre 2010	08	Cinca Medio	Hombres	142
Diciembre 2010	09	La Litera / La Llitera	Hombres	161
Diciembre 2010	10	Los Monegros	Hombres	228
Diciembre 2010	11	Bajo Cinca / Baix Cinca	Hombres	224
Diciembre 2010	12	Tarazona y el Moncayo	Hombres	69
Diciembre 2010	13	Campo de Borja	Hombres	75
Diciembre 2010	14	Aranda	Hombres	48
Diciembre 2010	15	Ribera Alta del Ebro	Hombres	158
Diciembre 2010	16	Valdejalón	Hombres	191
Diciembre 2010	17	D.C. Zaragoza	Hombres	3388
Diciembre 2010	18	Ribera Baja del Ebro	Hombres	61
Diciembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	129
Diciembre 2010	20	Comunidad de Calatayud	Hombres	195
Diciembre 2010	21	Campo de Cariñena	Hombres	56
Diciembre 2010	22	Campo de Belchite	Hombres	32
Diciembre 2010	23	Bajo Martín	Hombres	39
Diciembre 2010	24	Campo de Daroca	Hombres	49
Diciembre 2010	25	Jiloca	Hombres	110
Diciembre 2010	26	Cuencas Mineras	Hombres	22
Diciembre 2010	27	Andorra-Sierra de Arcos	Hombres	46
Diciembre 2010	28	Bajo Aragón	Hombres	193
Diciembre 2010	29	Comunidad de Teruel	Hombres	242
Diciembre 2010	30	Maestrazgo	Hombres	37
Diciembre 2010	31	Sierra de Albarracín	Hombres	23
Diciembre 2010	32	Gúdar-Javalambre	Hombres	59
Diciembre 2010	33	Matarraña / Matarranya	Hombres	80
Diciembre 2010	01	La Jacetania	Mujeres	48
Diciembre 2010	02	Alto Gállego	Mujeres	46
Diciembre 2010	03	Sobrarbe	Mujeres	32
Diciembre 2010	04	La Ribagorza	Mujeres	33
Diciembre 2010	05	Cinco Villas	Mujeres	120
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	Mujeres	206
Diciembre 2010	07	Somontano de Barbastro	Mujeres	72
Diciembre 2010	08	Cinca Medio	Mujeres	89
Diciembre 2010	09	La Litera / La Llitera	Mujeres	64
Diciembre 2010	10	Los Monegros	Mujeres	47
Diciembre 2010	11	Bajo Cinca / Baix Cinca	Mujeres	67
Diciembre 2010	12	Tarazona y el Moncayo	Mujeres	41
Diciembre 2010	13	Campo de Borja	Mujeres	31
Diciembre 2010	14	Aranda	Mujeres	16
Diciembre 2010	15	Ribera Alta del Ebro	Mujeres	73
Diciembre 2010	16	Valdejalón	Mujeres	65
Diciembre 2010	17	D.C. Zaragoza	Mujeres	1781
Diciembre 2010	18	Ribera Baja del Ebro	Mujeres	35
Diciembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	61
Diciembre 2010	20	Comunidad de Calatayud	Mujeres	84
Diciembre 2010	21	Campo de Cariñena	Mujeres	24
Diciembre 2010	22	Campo de Belchite	Mujeres	11
Diciembre 2010	23	Bajo Martín	Mujeres	22
Diciembre 2010	24	Campo de Daroca	Mujeres	10
Diciembre 2010	25	Jiloca	Mujeres	41
Diciembre 2010	26	Cuencas Mineras	Mujeres	13
Diciembre 2010	27	Andorra-Sierra de Arcos	Mujeres	22
Diciembre 2010	28	Bajo Aragón	Mujeres	98
Diciembre 2010	29	Comunidad de Teruel	Mujeres	112
Diciembre 2010	30	Maestrazgo	Mujeres	10
Diciembre 2010	31	Sierra de Albarracín	Mujeres	7
Diciembre 2010	32	Gúdar-Javalambre	Mujeres	28
Diciembre 2010	33	Matarraña / Matarranya	Mujeres	27
Diciembre 2010	01	La Jacetania	Hombres	147
Diciembre 2010	02	Alto Gállego	Hombres	102
Diciembre 2010	03	Sobrarbe	Hombres	93
Diciembre 2010	04	La Ribagorza	Hombres	145
Diciembre 2010	05	Cinco Villas	Hombres	329
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	Hombres	539
Diciembre 2010	07	Somontano de Barbastro	Hombres	207
Diciembre 2010	08	Cinca Medio	Hombres	186
Diciembre 2010	09	La Litera / La Llitera	Hombres	201
Diciembre 2010	10	Los Monegros	Hombres	212
Diciembre 2010	11	Bajo Cinca / Baix Cinca	Hombres	256
Diciembre 2010	12	Tarazona y el Moncayo	Hombres	107
Diciembre 2010	13	Campo de Borja	Hombres	135
Diciembre 2010	14	Aranda	Hombres	66
Diciembre 2010	15	Ribera Alta del Ebro	Hombres	182
Diciembre 2010	16	Valdejalón	Hombres	238
Diciembre 2010	17	D.C. Zaragoza	Hombres	4672
Diciembre 2010	18	Ribera Baja del Ebro	Hombres	63
Diciembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	166
Diciembre 2010	20	Comunidad de Calatayud	Hombres	268
Diciembre 2010	21	Campo de Cariñena	Hombres	94
Diciembre 2010	22	Campo de Belchite	Hombres	42
Diciembre 2010	23	Bajo Martín	Hombres	49
Diciembre 2010	24	Campo de Daroca	Hombres	69
Diciembre 2010	25	Jiloca	Hombres	124
Diciembre 2010	26	Cuencas Mineras	Hombres	39
Diciembre 2010	27	Andorra-Sierra de Arcos	Hombres	60
Diciembre 2010	28	Bajo Aragón	Hombres	261
Diciembre 2010	29	Comunidad de Teruel	Hombres	329
