Año	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre
2003	19	75	Administración pública, defensa y seguridad social obligatoria	07	Somontano de Barbastro
2003	19	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	10	Los Monegros
2003	19	25	Fabricacion de productos de caucho y materias plasticas	13	Campo de Borja
2003	18	45	Construcción	03	Sobrarbe
2003	18	24	Industria química	07	Somontano de Barbastro
2003	18	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro
2003	18	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca
2003	18	45	Construcción	24	Campo de Daroca
2003	17	60	Transporte terrestre; transporte por tuberías	08	Cinca Medio
2003	17	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo
2003	17	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	33	Matarraña / Matarranya
2003	15	75	Administración pública, defensa y seguridad social obligatoria	01	La Jacetania
2003	15	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2003	15	75	Administración pública, defensa y seguridad social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2003	14	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	09	La Litera / La Llitera
2003	14	28	Fabricación de productos metálicos, excepto maquinaria y equipo	12	Tarazona y el Moncayo
2003	14	31	Fabricación de maquinaria y material eléctrico	12	Tarazona y el Moncayo
2003	14	60	Transporte terrestre; transporte por tuberías	12	Tarazona y el Moncayo
2003	14	45	Construcción	23	Bajo Martín
2003	14	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	25	Jiloca
2003	14	45	Construcción	26	Cuencas Mineras
2003	13	14	Extracción de minerales no metálicos ni energéticos	04	La Ribagorza
2003	13	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera
2003	13	28	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro
2003	13	45	Construcción	33	Matarraña / Matarranya
2003	13	60	Transporte terrestre; transporte por tuberías	NC	Municipio del centro de trabajo fuera de Aragón
2003	12	34	Fabricación de vehículos de motor, remolques y semirremolques	10	Los Monegros
2003	12	28	Fabricación de productos metálicos, excepto maquinaria y equipo	26	Cuencas Mineras
2003	12	15	Industria de productos alimenticios y bebidas	33	Matarraña / Matarranya
2003	11	26	Fabricación de otros productos minerales no metálicos	10	Los Monegros
2003	11	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	18	Ribera Baja del Ebro
2003	11	29	Industria de la construción de maquinaria y equipo mecánico	NC	Municipio del centro de trabajo fuera de Aragón
2003	11	74	Otras actividades empresariales	NC	Municipio del centro de trabajo fuera de Aragón
2003	10	55	Hostelería	03	Sobrarbe
2003	10	60	Transporte terrestre; transporte por tuberías	04	La Ribagorza
2003	10	45	Construcción	14	Aranda
2003	10	26	Fabricación de otros productos minerales no metálicos	27	Andorra-Sierra de Arcos
2003	10	74	Otras actividades empresariales	27	Andorra-Sierra de Arcos
2003	9	15	Industria de productos alimenticios y bebidas	10	Los Monegros
2003	9	26	Fabricación de otros productos minerales no metálicos	18	Ribera Baja del Ebro
2003	9	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro
2003	9	26	Fabricación de otros productos minerales no metálicos	25	Jiloca
2003	9	28	Fabricación de productos metálicos, excepto maquinaria y equipo	NC	Municipio del centro de trabajo fuera de Aragón
2003	8	28	Fabricación de productos metálicos, excepto maquinaria y equipo	02	Alto Gállego
2003	8	75	Administración pública, defensa y seguridad social obligatoria	24	Campo de Daroca
2003	7	55	Hostelería	01	La Jacetania
2003	7	15	Industria de productos alimenticios y bebidas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2003	7	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín
2003	7	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	24	Campo de Daroca
2003	7	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	31	Sierra de Albarracín
2003	6	75	Administración pública, defensa y seguridad social obligatoria	02	Alto Gállego
2003	6	93	Actividades diversas de servicios personales	02	Alto Gállego
2003	6	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	04	La Ribagorza
2003	6	92	Actividades recreativas, culturales y deportivas	04	La Ribagorza
2003	6	13	Extracción de minerales metálicos	14	Aranda
2003	6	45	Construcción	22	Campo de Belchite
2003	6	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	23	Bajo Martín
2003	6	28	Fabricación de productos metálicos, excepto maquinaria y equipo	23	Bajo Martín
2003	6	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre
2003	5	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	01	La Jacetania
2003	5	28	Fabricación de productos metálicos, excepto maquinaria y equipo	01	La Jacetania
2003	5	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	01	La Jacetania
2003	5	90	Actividades de saneamiento público	01	La Jacetania
2003	5	75	Administración pública, defensa y seguridad social obligatoria	14	Aranda
2003	5	15	Industria de productos alimenticios y bebidas	24	Campo de Daroca
2003	5	15	Industria de productos alimenticios y bebidas	32	Gúdar-Javalambre
2003	4	75	Administración pública, defensa y seguridad social obligatoria	03	Sobrarbe
2003	4	25	Fabricacion de productos de caucho y materias plasticas	14	Aranda
2003	4	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	26	Cuencas Mineras
2003	4	60	Transporte terrestre; transporte por tuberías	26	Cuencas Mineras
2003	4	24	Industria química	32	Gúdar-Javalambre
2003	4	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre
2003	4	75	Administración pública, defensa y seguridad social obligatoria	32	Gúdar-Javalambre
2003	4	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	33	Matarraña / Matarranya
2003	3	15	Industria de productos alimenticios y bebidas	03	Sobrarbe
2003	3	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	22	Campo de Belchite
2003	3	31	Fabricación de maquinaria y material eléctrico	22	Campo de Belchite
2003	3	45	Construcción	31	Sierra de Albarracín
2003	2	14	Extracción de minerales no metálicos ni energéticos	03	Sobrarbe
2003	2	36	Fabricación de muebles; otras industrias manufactureras	03	Sobrarbe
2003	2	92	Actividades recreativas, culturales y deportivas	03	Sobrarbe
2003	2	28	Fabricación de productos metálicos, excepto maquinaria y equipo	22	Campo de Belchite
2003	2	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	30	Maestrazgo
2003	2	15	Industria de productos alimenticios y bebidas	30	Maestrazgo
2003	2	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	31	Sierra de Albarracín
2003	1	25	Fabricacion de productos de caucho y materias plasticas	22	Campo de Belchite
2003	1	29	Industria de la construción de maquinaria y equipo mecánico	22	Campo de Belchite
2003	1	34	Fabricación de vehículos de motor, remolques y semirremolques	22	Campo de Belchite
2003	1	71	Alquiler de maquinaria y equipo sin operario, de efectos personales y enseres domesticos	22	Campo de Belchite
2003	1	18	Industria de la confección y de la peletería	24	Campo de Daroca
2003	1	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	24	Campo de Daroca
2003	1	41	Captación, depuración y distribución de agua	24	Campo de Daroca
2003	1	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	24	Campo de Daroca
2003	1	85	Actividades sanitarias y veterinarias, servicio social	24	Campo de Daroca
2003	1	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo
2003	1	45	Construcción	30	Maestrazgo
2003	1	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	31	Sierra de Albarracín
2003	1	15	Industria de productos alimenticios y bebidas	31	Sierra de Albarracín
2003	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	31	Sierra de Albarracín
2003	1	75	Administración pública, defensa y seguridad social obligatoria	31	Sierra de Albarracín
2003	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	33	Matarraña / Matarranya
2003	1	36	Fabricación de muebles; otras industrias manufactureras	33	Matarraña / Matarranya
2003	1	40	Producción y distribución de energía eléctrica, gas, vapor y agua caliente	33	Matarraña / Matarranya
2003	1	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	33	Matarraña / Matarranya
2003	1	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	33	Matarraña / Matarranya
2003	1	55	Hostelería	33	Matarraña / Matarranya
2003	1	60	Transporte terrestre; transporte por tuberías	33	Matarraña / Matarranya
